CATEGORY,CORE,ARTWORK_PATH,BARCODE,GAME_PATH,GAME_NAME,YEAR,HIGHLIGHT
Arika,PSX,tgm.jpg,270000000007,./TGM_PSX_CDDA.cue,Tetris the Grand Master,1998,
Arika,PSX,sakura-tetris.jpg,4526319000044,./Tetris with Card Captor Sakura - Eternal Heart (Japan).cue,,2000,
Capcom,ARCADE,mvc.png,790000000000,./Marvel Vs. Capcom Clash of Super Heroes (Euro 980123).mra,Marvel Vs. Capcom Clash of Super Heroes,1998,
Capcom,ARCADE,caw.png,810000000005,./Carrier Air Wing -World 901012-.mra,Carrier Air Wing,1990,x
Capcom,ARCADE,gsa.png,820000000004,./Gun Smoke.mra,,1985,x
Capcom,NES,gun-smoke-nes.jpg,13388110094,./1 US - G-Q/Gun.Smoke (USA).nes,Gun.Smoke (NES),1988,x
Capcom,TGFX16,1943kai.jpg,4988658910024,./2 PC Engine - A-M/1943 Kai (Japan).pce,,1991,x
Capcom,ARCADE,1943.png,830000000003,./1943 The Battle of Midway (Euro).mra,,1988,x
Capcom,ARCADE,1941.png,840000000002,./1941 Counter Attack -World 900227-.mra,1941 Counter Arrack,1990,x
Capcom,ARCADE,19xx.png,850000000001,./19XX The War Against Destiny (Euro 960104).mra,19XX The Wra Against Destiny,1996,x
Capcom,ARCADE,commando.png,860000000000,./Commando.mra,,1985,x
Capcom,ARCADE,punisher.png,870000000009,./The Punisher (World 930422).mra,The Punisher Arcade,1993,
Capcom,ARCADE,black-tiger.png,880000000008,./Black Tiger.mra,,1987,
Capcom,ARCADE,pang.png,890000000007,./Pang (World).mra,,1989,
Capcom,ARCADE,pang3.png,910000000002,./Pang! 3 -Euro 950601-.mra,Pang! 3,1995,
Capcom,ARCADE,cadillacs-dino.png,920000000001,./Cadillacs and Dinosaurs (World 930201).mra,Cadillacs and Dinosaurs,1993,
Capcom,ARCADE,ghostsngoblins.png,930000000000,./Ghosts'n Goblins (World Set 1).mra,Ghosts 'n Goblins (Arcade),1985,
Capcom,ARCADE,ghoulsnghosts.png,940000000009,./Ghouls'n Ghosts -World-.mra,Ghouls 'n Ghosts (Arcade),1988,
Capcom,SNES,super-gng.jpg,13388130030,./1 US - S/Super Ghouls'n Ghosts (USA).sfc,Super Ghouls 'n Ghosts (SNES),1991,
Capcom,ARCADE,side-arms.png,950000000008,"./Side Arms - Hyper Dyne (World, 861129).mra",Side Arms - Hyper Dyne,1986,x
Capcom,ARCADE,legendary-wings.png,960000000007,./Legendary Wings.mra,,1986,x
Capcom,SNES,goof-troop.jpg,13388130108,./1 US - F-M/Goof Troop (USA).sfc,,1993,
Capcom,ARCADE,nemo.png,970000000006,./Nemo -World 901130-.mra,Nemo,1990,
Capcom,NES,little-nemo.jpg,13388110223,./1 US - G-Q/Little Nemo - The Dream Master (USA).nes,,1990,
Capcom,SNES,demonscrest.jpg,13388130283,./1 US - A-E/Demon's Crest (USA).sfc,,1994,
Capcom,ARCADE,eco-fighters.png,980000000005,./Eco Fighters (World 931203).mra,,1994,x
Capcom,PSX,jojo-psx.jpg,13388210466,./JoJo's Bizarre Adventure (USA).cue,,1999,
Capcom,ARCADE,sfa3.png,990000000004,./Street Fighter Alpha 3 (Euro 980904).mra,Street Fighter Alpha 3,1998,
Capcom,ARCADE,sf.png,101000000004,"./Street Fighter (US, set 1).mra",Street Fighter 1,1987,
Capcom,ARCADE,ssfiit.png,102000000001,./Super Street Fighter II Turbo (World 940223).mra,Super Street Fighter II Turbo,1994,
Capcom,NES,sectionz-nes.jpg,13388110056,./1 US - R-Z/Section-Z (USA).nes,Section-Z (NES),1987,x
Capcom,ARCADE,sectionz.png,103000000008,./SectionZ.mra,,1985,x
Capcom,ARCADE,strider.png,104000000005,"./Strider -USA, B-Board 89624B-2-.mra",Strider (Arcade),1989,
Capcom,ARCADE,tiger-road.png,105000000002,./Tiger Road.mra,,1987,
Capcom,ARCADE,sonson.png,106000000009,./SonSon.mra,,1984,x
Cave,ARCADE,dodonpachi.jpg,160000000001,DoDonPachi.mra,,1997,x
Cave,ARCADE,donpachi.png,170000000000,DonPachi.mra,,1995,x
Cave,ARCADE,esp-ra-de.jpg,180000000009,ESP Ra.De..mra,,1998,x
Cave,ARCADE,guwange.jpg,190000000008,Guwange.mra,,1999,x
Cave,ARCADE,progear.png,210000000003,Progear (USA 010117).mra,Progear,2001,x
Cave,ARCADE,fever-sos.jpg,220000000002,Fever SOS.mra,,1998,x
Compile,GENESIS,musha.png,716065811603,1 US - G-P/MUSHA - Metallic Uniframe Super Hybrid Armor (USA).md,,1990,x
Compile,SMS,r-type-sms.jpg,10086090024,1 US - A-Z/R-Type (World).sms,,1988,x
Compile,TGFX16,blazing-lazers.jpg,92218000422,1 TurboGrafx-16 - A-Z/Blazing Lazers (USA).pce,,1989,x
Compile,SNES,space-megaforce.jpg,91521100065,1 US - S/Space Megaforce (USA).sfc,,1992,x
Compile,SMS.GG,gg-aleste.png,4988161100400,2 Japan - A-Z/GG Aleste (Japan).gg ,GG Aleste,1991,x
Compile,SMS.GG,gg-aleste-ii.jpg,4974365133306,"2 Japan - A-Z/GG Aleste II ~ Power Strike II (Japan, Europe).gg",GG Aleste II,1993,x
Compile,SMS,power-strike.jpg,10086051094,"1 US - A-Z/Power Strike (USA, Europe, Brazil).sms",,1988,x
Compile,SMS,power-strike-ii.jpg,4974365635541,"2 Europe - A-Z/Power Strike II (Europe, Brazil).sms",,1993,x
Compile,GENESIS,dr-robotnik.png,10086017069,1 US - A-F/Dr. Robotnik's Mean Bean Machine (USA).md,,1993,
Compile,TGFX16-CD,seirei.jpg,4988658911038,Seirei_Senshi_Spriggan_(NTSC-J)_[NXCD1004].cue,Seirei Senshi Spriggan,1991,x
Compile,NES,gun-nac.jpg,93992010607,1 US - G-Q/Gun Nac (USA).nes,,1990,x
Compile,PSX,zanac-x-zanac.jpg,4988161100813,Zanac X Zanac (Japan).cue,Zanac X Zanac,2001,x
Compile,TGFX16,devil-crush.jpg,92218000866,1 TurboGrafx-16 - A-Z/Devil's Crush (USA).pce,,1990,
Compile,TGFX16,alien-crush.png,92218000378,1 TurboGrafx-16 - A-Z/Alien Crush (USA).pce,,1988,
Compile,MEGACD,robo-aleste.jpg,31763092803,./Robo_Aleste(US-Genesis).cue,Robo Aleste,1992,x
Data East,GENESIS,atomic-runner.jpg,13252014046,1 US - A-F/Atomic Runner (USA).md,,1992,x
Data East,NEOGEO,spin-master.png,156000000004,./1 World A-Z/Spin Master (spinmast).neo,,1993,
Data East,GENESIS,midnight-resistance.jpg,10086011296,./1 US - G-P/Midnight Resistance (USA).md,,1991,x
Data East,ARCADE,burger-time.png,410000000007,Burger Time (Set 1).mra,BurgerTime,1982,
Data East,NES,b-wings.jpg,4961082610012,./2 Japan/Japan A-D/B-Wings (Japan).nes,,1986,x
Data East,NEOGEO,windjammers.jpg,420000000006,./1 World A-Z/Windjammers (wjammers).neo,,1994,
Data East,NEOGEO,magical-drop-iii.jpg,430000000005,./1 World A-Z/Magical Drop III (magdrop3).neo,,1996,
Data East,GENESIS,vapor-trail.jpg,720238101002,./1 US - Q-Z/Vapor Trail (USA).md,,1991,x
Data East,SNES,super-road-blaster.png,440000000004,./SuperRoadBlaster/SuperRoadBlaster.sfc,Super Road Blaster (Modern Port),1985,
Data East,MEGACD,panic.jpg,13252016002,./Panic! (1994)(Data East)(NTSC)(US)[SEGAT13015RE R1J].cue,Panic!,1993,
HAL Laboratories,NES,airfortress.jpg,40458036077,./1 US - A-F/Air Fortress (USA).nes,,1987,x
HAL Laboratories,NES,eggerland.jpg,4988610101118,./2 Japan/Japan E-J/Eggerland - Meikyuu no Fukkatsu (Japan).nes,,1987,
HAL Laboratories,NES,lolo.jpg,40458011050,./1 US - A-F/Adventures of Lolo (USA).nes,,1989,
HAL Laboratories,NES,lolo2.jpg,40458011081,./1 US - A-F/Adventures of Lolo 2 (USA).nes,,1990,
HAL Laboratories,NES,lolo3.jpg,40458033120,./1 US - A-F/Adventures of Lolo 3 (USA).nes,,1990,
HAL Laboratories,NES,lolo-ii.jpg,660000000006,./2 Japan/Japan A-D/Adventures of Lolo II (Japan).nes,,1990,
HAL Laboratories,NES,lolo-i.jpg,670000000005,./2 Japan/Japan A-D/Adventures of Lolo (Japan).nes,,1990,
HAL Laboratories,NES,newghostbusters-ii.jpg,680000000004,./2 Japan/Japan K-O/New Ghostbusters II (Japan).nes,,1990,
HAL Laboratories,GAMEBOY.COL,pokemonpinball.jpg,45496730901,./1 Game Boy Color/1 GBC US - M-Z/Pokemon Pinball (USA) (Rumble Version) (SGB Enhanced).gbc,Pokemon Pinball,1999,
HAL Laboratories,NES,mother.png,690000000003,./4 Hacks/Hacks K-O/Mother 25th Anniversary Edition (EarthBound Proto Hack_DragonDePlatino) v1.11.nes,Mother 25th Anniversary Edition,1989,
HAL Laboratories,SNES,earthbound.jpg,45496830434,./1 US - A-E/EarthBound (USA).sfc,,1994,
HAL Laboratories,GBA,mother3.jpg,710000000008,./4 Translations/Mother 3 (J) T+Eng v1.2.gba,Mother 3 (English),2006,
Hudson Soft,NES,challenger.jpg,4905505200312,./2 Japan/Japan A-D/Challenger (Japan).nes,,1985,
Hudson Soft,NES,star-soldier.jpg,40886782799,./1 US - R-Z/Star Soldier (USA).nes,,1986,x
Hudson Soft,TGFX16,final-soldier.jpg,4988607200473,./2 PC Engine - A-M/Final Soldier (Japan).pce,,1991,x
Hudson Soft,TGFX16,soldier-blade.jpg,4988607200596,./1 TurboGrafx-16 - A-Z/Soldier Blade (USA).pce,,1992,x
Hudson Soft,NES,adventures-of-dino-riki.jpg,39854000058,./1 US - A-F/Adventures of Dino Riki (USA).nes,,1987,x
Hudson Soft,GENESIS,mega-bomberman.png,10086015737,./1 US - G-P/Mega Bomberman (USA).md,,1994,
Hudson Soft,TGFX16-CD,star-parodier.jpg,4988607250256,./Star Parodier (Japan)/Star Parodier (Japan).cue,,1992,x
Hudson Soft,NES,felix-the-cat.jpg,39854000171,./1 US - A-F/Felix the Cat (USA).nes,,1992,
Hudson Soft,SNES,hagane.jpg,39854000423,./1 US - F-M/Hagane - The Final Conflict (USA).sfc,,1994,
Irem,ARCADE,rtype.png,450000000003,./R-Type (World).mra,,1987,x
Irem,ARCADE,rtype2.png,460000000002,./R-Type II (World).mra,,1989,x
Irem,SNES,rtype3.jpg,32264700174,./1 US - N-R/R-Type III (USA).sfc,,1993,x
Irem,ARCADE,image-fight.png,470000000001,./Image Fight (World).mra,,1988,x
Irem,ARCADE,moon-patrol.png,480000000000,./Moon Patrol.mra,,1982,x
Irem,ARCADE,ninja-spirit.png,490000000009,./Ninja Spirit (Japan).mra,Ninja Spirit (Arcade),1988,
Irem,ARCADE,gallop.png,510000000004,./Gallop - Armed Police Unit (Japan).mra,Cosmic Cop,1991,x
Irem,PSX,rtype-delta.jpg,93992086909,./R-Type Delta (USA).cue,,1998,x
Irem,PSX,in-the-hunt.png,752919470039,./In the Hunt (USA).cue,,1993,x
Irem,NES,metal-storm.jpg,715664190041,./1 US - G-Q/Metal Storm (USA).nes,,1991,
Irem,NES,sqoon.jpg,47956700400,./1 US - R-Z/Sqoon (USA).nes,,1986,x
Konami,ARCADE,track-and-field.jpg,163000000002,./Track & Field.mra,,1983,
Konami,ARCADE,time-pilot.png,310000000000,./Time Pilot.mra,,1982,x
Konami,ARCADE,shaolin.png,161000000008,./_alternatives/_Kicker/shao-lin's road (set 1).mra,Shao-lin's Road,1985,
Konami,ARCADE,time-pilot84.png,320000000009,./Time Pilot '84 (Set 1).mra,,1984,x
Konami,NES,crisis-force.png,4988602569186,./2 Japan/Japan A-D/Crisis Force (Japan).nes,,1991,x
Konami,TGFX16-CD,c-rondo-blood.jpg,4988602607291,"./Akumajou Dracula X - Chi no Rondo (Japan) (FABT, FACT).cue",Castlavania Rondo of Blood,1993,
Konami,ARCADE,scramble.png,330000000008,"./Scramble (Stern, Set 1).mra",,1981,x
Konami,ARCADE,super-cobra.png,340000000007,./Super Cobra.mra,,1981,x
Konami,PSX,castlevania-sotn.jpg,83717170037,./Castlevania - Symphony of the Night (USA).cue,,1997,
Konami,GENESIS,rka.jpg,83717160038,./1 US - Q-Z/Rocket Knight Adventures (USA).md,,1993,
Konami,ARCADE,fast-lane.png,350000000006,./Fast Lane.mra,,1987,
Konami,TGFX16-CD,gradius-2-pce.jpg,4988602599398,./Gradius_2_-_Gofer_no_Yabou_(NTSC-J)_[KMCD2003].cue,Gradius 2 - Gofer no Yabou,1992,x
Konami,NES,life-force.jpg,83717110118,./1 US - G-Q/Life Force (USA).nes,,1987,x
Konami,ARCADE,gradius.png,360000000005,./Nemesis (ROM Version).mra,Gradius,1985,x
Konami,ARCADE,road-fighter.png,370000000004,./Road Fighter (set 1).mra,,1984,x
Konami,PSX,gradius-gaiden.jpg,4988602061208,./Gradius Gaiden (J) (v1.1) [SLPM-86042].cue,Gradius Gaiden,1997,x
Konami,GENESIS,contra-hard-corps.jpg,83717160113,"./1 US - A-F/Contra - Hard Corps (USA, Korea).md",,1994,x
Konami,NES,contra.jpg,83717110095,./1 US - A-F/Contra (USA).nes,,1988,x
Konami,NES,super-c.jpg,83717240204,./1 US - R-Z/Super C (USA).nes,,1990,x
Konami,SNES,contra-iii.jpg,83717150039,./1 US - A-E/Contra III - The Alien Wars (USA).sfc,,1992,x
Konami,PSX,salamander-dx-pack.jpg,4988602036213,./Salamander Deluxe Pack Plus (J) [SLPM-86037].cue,Salamander Deluxe Pack Plus,1997,x
Konami,PSX,sexy-parodius.jpg,4988602029970,./Sexy Parodius (J) [SLPM-86009].cue,Sexy Parodius,1996,x
Konami,NES,quarth.jpg,4988602558302,./2 Japan/Japan P-S/Quarth (Japan).nes,,1990,x
Konami,ARCADE,rush-n-attack.png,380000000003,./Green Beret.mra,Rush ‘n Attack,1985,
Konami,NES,twinbee3.jpg,4988602552331,./2 Japan/Japan T-Z/TwinBee 3 - Poko Poko Daimaou (Japan).nes,,1989,x
Konami,SNES,pop-n-twinbee.jpg,83717145073,./2 Japan - A-Z/Japan P-R/Pop'n TwinBee (Japan).sfc,,1993,x
Konami,NES,yume-penguin.png,4988602564648,./4 Translations/English L-Z/Yume Penguin Monogatari (J) [T+Eng1.01_Vice].nes,Yume Penguin Monogatari,1991,
Konami,ARCADE,kicker.png,390000000002,./Kicker.mra,,1985,
Konami,NES,circus-charlie.jpg,4988603000206,./2 Japan/Japan A-D/Circus Charlie (Japan).nes,,1986,
Konami,NES,gyruss-nes.jpg,83717120056,./1 US - G-Q/Gyruss (USA).nes,,1988,x
Konami,ARCADE,gyruss.png,166000000003,./Gyruss.mra,,1983,x
Konami,SNES,axelay.jpg,83717150053,./1 US - A-E/Axelay (USA).sfc,,1992,x
Konami,SNES,super-castlevania.jpg,83717150015,./1 US - S/Super Castlevania IV (USA).sfc,,1991,
Konami,SNES,tmnt4.jpg,83717150046,./1 US - T-Z/./1 US - T-Z/Teenage Mutant Ninja Turtles IV - Turtles in Time (USA).sfc,,1992,
Konami,PSX,bbs.jpg,4988602748161,./Bishi Bashi Special (E) [SLES-02537].cue,Bishi Bashi Special,2000,
Konami,PSX,bbs3.png,134000000002,./Bishi Bashi Special 3 (Japan) [SLPM-86539].cue,Bishi Bashi Special 3: Step Champ,2000,
Konami,NES,boku-dracula-kun.jpg,4988602558296,./2 Japan/Japan A-D/Akumajou Special - Boku Dracula-kun (Japan).nes,,1990,
Konami,MEGACD,snatcher.jpg,83717165026,./Snatcher (Sega CD) (U)-redump.cue,Snatcher,1994,
Konami,ARCADE,mikie.png,135000000009,./Mikie.mra,,1984,
Konami,TGFX16-CD,force-gear.png,141000000000,./Force Gear (from Tokimeki Memorial).cue,,1994,x
Masaya,GENESIS,gleylancer.jpg,4988616003102,./2 Japan - A-Z/Japan - A-O/Advanced Busterhawk Gleylancer (Japan).md,Gley Lancer,1992,x
Masaya,TGFX16-CD,cho-aniki-pcecd.jpg,4988616002112,./Chou_Aniki_(NTSC-J)_[NSCD2013].cue,Cho Aniki,1992,x
Masaya,PSX,cho-aniki-psx.jpg,4988616010018,./Cho Aniki.cue,Cho Aniki: Kyukyoku Muteki Ginga Saikyo Otoko,1995,x
